Entity,Code,Year,Women,Men
Kyrgyzstan,KGZ,2017,353.25052,541.80023
Kyrgyzstan,KGZ,2018,338.03763,519.61584
Kyrgyzstan,KGZ,2019,334.57443,516.9599
Kyrgyzstan,KGZ,2020,388.2734,635.4519
Kyrgyzstan,KGZ,2021,362.39374,583.89575
Kyrgyzstan,KGZ,2022,309.00443,479.57568
Kyrgyzstan,KGZ,2023,299.49606,592.1123
Latvia,LVA,1980,451.64832,709.5521
Latvia,LVA,1981,440.84747,698.92084
Latvia,LVA,1982,426.80255,657.42236
Latvia,LVA,1983,440.81345,677.6848
Latvia,LVA,1984,454.1843,707.998
Latvia,LVA,1985,478.20117,734.73035
Latvia,LVA,1986,430.7191,654.67633
Latvia,LVA,1987,434.03012,671.156
Latvia,LVA,1988,425.91156,664.00757
Latvia,LVA,1989,399.2333,634.81714
Latvia,LVA,1990,404.85928,669.37476
Latvia,LVA,1991,394.27097,645.9225
Latvia,LVA,1992,387.53085,679.7238
Latvia,LVA,1993,422.68613,784.05426
Latvia,LVA,1994,446.1674,849.60925
Latvia,LVA,1995,423.14032,789.9752
Latvia,LVA,1996,373.47003,685.4983
Latvia,LVA,1997,366.95447,639.9183
Latvia,LVA,1998,377.11383,640.6594
Latvia,LVA,1999,352.69785,610.5894
Latvia,LVA,2000,347.49295,612.71436
Latvia,LVA,2001,360.00577,632.6528
Latvia,LVA,2002,350.31198,633.8942
Latvia,LVA,2003,351.75427,617.8192
Latvia,LVA,2004,336.14288,619.20966
Latvia,LVA,2005,330.02798,633.6181
Latvia,LVA,2006,320.39368,613.38184
Latvia,LVA,2007,319.81815,611.6522
Latvia,LVA,2008,282.83362,561.27484
Latvia,LVA,2009,269.5509,530.4757
Latvia,LVA,2010,268.11734,531.08044
Latvia,LVA,2011,254.80432,502.11337
Latvia,LVA,2012,260.46033,493.7492
Latvia,LVA,2013,258.92087,474.00403
Latvia,LVA,2014,248.46526,465.36734
Latvia,LVA,2015,244.65204,450.32663
Latvia,LVA,2016,236.60094,446.62
Latvia,LVA,2017,230.55624,445.2589
Latvia,LVA,2018,228.22755,433.02414
Latvia,LVA,2019,214.03024,405.9694
Latvia,LVA,2020,216.1991,414.46375
Latvia,LVA,2021,238.80154,466.21954
Latvia,LVA,2022,221.11946,443.34134
Latvia,LVA,2023,196.3412,396.65372
Lebanon,LBN,2019,71.105835,112.23882
Lebanon,LBN,2020,44.883415,65.86412
Lebanon,LBN,2021,50.09592,74.43655
Lebanon,LBN,2023,38.507576,58.639893
Lithuania,LTU,1981,363.44778,510.68195
Lithuania,LTU,1982,347.60406,504.15237
Lithuania,LTU,1985,390.2633,583.0362
Lithuania,LTU,1986,363.07846,522.0936
Lithuania,LTU,1987,370.4166,543.5583
Lithuania,LTU,1988,363.3575,532.91345
Lithuania,LTU,1989,351.71597,528.7996
Lithuania,LTU,1990,356.93005,557.0468
Lithuania,LTU,1991,347.51157,552.1837
Lithuania,LTU,1992,332.22775,551.9418
Lithuania,LTU,1993,368.5193,619.75366
Lithuania,LTU,1994,360.77243,608.2263
Lithuania,LTU,1995,368.05536,581.08624
Lithuania,LTU,1996,350.1475,570.384
Lithuania,LTU,1997,340.41614,536.2678
Lithuania,LTU,1998,337.66006,514.8633
Lithuania,LTU,1999,319.94824,521.1273
Lithuania,LTU,2000,306.59424,494.92792
Lithuania,LTU,2001,315.2251,524.1575
Lithuania,LTU,2002,311.09705,530.8741
Lithuania,LTU,2003,301.32556,529.4407
Lithuania,LTU,2004,301.2816,518.61426
Lithuania,LTU,2005,306.47717,552.2311
Lithuania,LTU,2006,311.03085,546.6815
Lithuania,LTU,2007,296.80908,551.5931
Lithuania,LTU,2008,282.01736,514.63324
Lithuania,LTU,2009,271.9595,492.23248
Lithuania,LTU,2010,268.66278,487.99106
Lithuania,LTU,2011,253.89114,474.46484
Lithuania,LTU,2012,248.57028,462.54517
Lithuania,LTU,2013,245.06213,455.1976
Lithuania,LTU,2014,232.53412,428.86127
Lithuania,LTU,2015,238.73444,436.75345
Lithuania,LTU,2016,228.5656,430.02878
Lithuania,LTU,2017,218.46172,404.67303
Lithuania,LTU,2018,210.54256,387.5746
Lithuania,LTU,2019,196.34618,370.52875
Lithuania,LTU,2020,214.23816,413.09164
Lithuania,LTU,2021,216.42758,406.021
Lithuania,LTU,2022,211.58469,386.74423
Lithuania,LTU,2023,174.93814,331.79407
Luxembourg,LUX,1967,337.54724,551.95886
Luxembourg,LUX,1968,404.94714,519.6466
Luxembourg,LUX,1969,386.61313,565.39886
Luxembourg,LUX,1970,379.5147,561.53296
Luxembourg,LUX,1971,367.44827,563.9005
Luxembourg,LUX,1972,303.1899,505.16412
Luxembourg,LUX,1973,317.6809,499.4792
Luxembourg,LUX,1974,336.02875,508.08755
Luxembourg,LUX,1975,334.38287,514.2447
Luxembourg,LUX,1976,337.35867,566.3741
Luxembourg,LUX,1977,302.12485,484.89224
Luxembourg,LUX,1978,311.17615,503.09717
Luxembourg,LUX,1979,313.9913,484.9079
Luxembourg,LUX,1980,322.28543,450.7915
Luxembourg,LUX,1981,292.36166,457.00153
Luxembourg,LUX,1982,282.69867,442.0959
Luxembourg,LUX,1983,296.52548,443.59406
Luxembourg,LUX,1984,287.69336,453.46387
Luxembourg,LUX,1985,272.62634,442.67285
Luxembourg,LUX,1986,260.43195,421.3967
Luxembourg,LUX,1987,264.41187,404.51132
Luxembourg,LUX,1988,230.46474,402.67612
Luxembourg,LUX,1989,243.56696,378.4945
Luxembourg,LUX,1990,224.03667,340.84665
Luxembourg,LUX,1991,198.72282,331.11395
Luxembourg,LUX,1992,199.9601,312.02032
Luxembourg,LUX,1993,194.97086,305.30307
Luxembourg,LUX,1994,175.62059,284.58063
Luxembourg,LUX,1995,164.04509,280.8007
Luxembourg,LUX,1996,170.416,300.97543
Luxembourg,LUX,1997,166.50426,263.5204
Luxembourg,LUX,1998,160.83934,251.3953
Luxembourg,LUX,1999,147.68622,240.00867
Luxembourg,LUX,2000,134.80511,229.24614
Luxembourg,LUX,2001,152.30353,218.5035
Luxembourg,LUX,2002,145.43901,224.55281
Luxembourg,LUX,2003,153.14275,244.12047
Luxembourg,LUX,2004,132.90881,206.6699
Luxembourg,LUX,2005,135.80356,193.81131
Luxembourg,LUX,2006,137.52959,203.37337
Luxembourg,LUX,2007,125.99424,183.08728
Luxembourg,LUX,2008,112.01174,174.18198
Luxembourg,LUX,2009,103.49746,174.92288
Luxembourg,LUX,2010,96.46602,155.876
Luxembourg,LUX,2011,96.98638,149.69171
Luxembourg,LUX,2012,87.60116,136.59634
Luxembourg,LUX,2013,85.43426,122.59683
Luxembourg,LUX,2014,74.93216,122.45177
Luxembourg,LUX,2015,72.51245,115.14743
Luxembourg,LUX,2016,77.74566,117.51559
Luxembourg,LUX,2017,79.29417,117.728424
Luxembourg,LUX,2018,67.93252,111.43633
Luxembourg,LUX,2019,63.648533,98.98284
Luxembourg,LUX,2020,59.025146,99.47885
Luxembourg,LUX,2021,56.36896,86.88087
Luxembourg,LUX,2022,59.81782,85.25323
Luxembourg,LUX,2023,58.63384,82.644104
Malaysia,MYS,2000,93.293625,132.50616
Malaysia,MYS,2001,100.4451,137.19818
Malaysia,MYS,2002,95.14104,132.07208
Malaysia,MYS,2003,90.84906,131.67522
Malaysia,MYS,2004,85.5085,133.25809
Malaysia,MYS,2005,86.720375,131.54436
Malaysia,MYS,2006,84.76186,130.51207
Malaysia,MYS,2007,79.58642,133.37082
Malaysia,MYS,2008,81.8714,137.29294
Malaysia,MYS,2009,72.088326,119.65994
Malaysia,MYS,2010,69.412094,115.64411
Malaysia,MYS,2011,70.297295,118.826004
Malaysia,MYS,2012,67.2082,115.442444
Malaysia,MYS,2013,64.27247,111.116905
Malaysia,MYS,2014,64.38809,112.20312
Malaysia,MYS,2015,68.04095,113.420135
Malaysia,MYS,2016,65.69457,113.85104
Malaysia,MYS,2017,78.31741,131.02737
Malaysia,MYS,2018,105.72875,165.99428
Malaysia,MYS,2019,84.99995,141.03467
Malaysia,MYS,2020,90.03032,148.44775
Maldives,MDV,2000,22.126587,39.357433
Maldives,MDV,2001,259.75772,253.86517
Maldives,MDV,2002,210.60283,264.90042
Maldives,MDV,2003,278.64297,312.89688
Maldives,MDV,2004,120.22719,137.46469
Maldives,MDV,2005,30.04928,46.44891
Maldives,MDV,2007,210.17334,295.844
Maldives,MDV,2008,214.25244,240.21541
Maldives,MDV,2010,226.90733,276.77835
Maldives,MDV,2011,203.59459,267.97675
Maldives,MDV,2012,201.16153,240.26497
Maldives,MDV,2013,176.16566,227.82593
Maldives,MDV,2014,190.51665,237.99495
Maldives,MDV,2015,172.41199,220.12599
Maldives,MDV,2016,186.1694,183.86867
Maldives,MDV,2017,149.48235,209.93427
Maldives,MDV,2018,120.07962,175.26874
Maldives,MDV,2019,77.12808,118.73822
Maldives,MDV,2020,94.20912,116.15941
Maldives,MDV,2021,67.72917,107.599205
Malta,MLT,1965,523.4774,619.65985
Malta,MLT,1967,490.31763,559.3976
Malta,MLT,1968,453.2517,583.2847
Malta,MLT,1969,433.17224,538.6041
Malta,MLT,1970,419.04706,507.84567
Malta,MLT,1971,399.9227,532.4857
Malta,MLT,1972,378.35995,499.38528
Malta,MLT,1973,521.6688,627.2653
Malta,MLT,1974,463.08426,585.5774
Malta,MLT,1975,511.0689,656.09424
Malta,MLT,1976,526.65674,740.2542
Malta,MLT,1977,652.1121,798.4718
Malta,MLT,1978,743.12714,901.42426
Malta,MLT,1979,655.1095,812.3149
Malta,MLT,1980,690.636,932.7405
Malta,MLT,1981,848.14453,1081.2665
Malta,MLT,1982,394.96353,597.6733
Malta,MLT,1983,436.39838,586.7292
Malta,MLT,1984,341.13657,530.12756
Malta,MLT,1985,342.8027,474.76596
Malta,MLT,1986,395.49188,544.02106
Malta,MLT,1987,387.17725,571.21686
Malta,MLT,1988,313.8534,427.47318
Malta,MLT,1989,286.2628,349.95352
Malta,MLT,1990,283.80692,353.7515
Malta,MLT,1991,286.52835,365.78366
Malta,MLT,1992,253.027,342.8618
Malta,MLT,1993,224.89923,346.77722
Malta,MLT,1994,215.9537,303.52396
Malta,MLT,1995,215.74011,261.8746
Malta,MLT,1996,208.99146,295.4658
Malta,MLT,1997,198.0617,318.01538
Malta,MLT,1998,198.76442,303.06665
Malta,MLT,1999,237.95007,300.60342
Malta,MLT,2000,198.09781,294.14722
Malta,MLT,2001,180.42648,248.4359
Malta,MLT,2002,178.80045,260.4663
Malta,MLT,2003,176.3278,262.38217
Malta,MLT,2004,162.48656,220.38086
Malta,MLT,2005,169.63763,237.09325
Malta,MLT,2006,157.68216,233.00447
Malta,MLT,2007,142.85413,202.79485
Malta,MLT,2008,137.02629,203.13701
Malta,MLT,2009,125.8864,193.52292
Malta,MLT,2010,122.076996,156.58896
Malta,MLT,2011,134.00554,213.9805
Malta,MLT,2012,141.76637,223.62808
Malta,MLT,2013,111.14597,171.92012
Malta,MLT,2014,106.876236,152.90755
Malta,MLT,2015,108.09692,163.32188
Malta,MLT,2016,99.131874,131.66187
Malta,MLT,2017,92.33649,140.27682
Malta,MLT,2018,87.03345,137.31615
Malta,MLT,2019,84.77736,135.77031
Malta,MLT,2020,82.28283,131.8276
Malta,MLT,2021,86.012985,114.692345
Malta,MLT,2022,75.15925,117.89266
Martinique,MTQ,1970,280.73465,270.37677
Martinique,MTQ,1971,244.61624,244.63339
Martinique,MTQ,1974,319.18518,300.13995
Martinique,MTQ,1975,313.20038,276.4695
Martinique,MTQ,1981,205.75351,250.19864
Martinique,MTQ,1982,163.3824,233.2467
Martinique,MTQ,1985,211.25435,379.67145
Martinique,MTQ,2000,117.47656,170.99089
Martinique,MTQ,2001,111.86681,142.91412
Martinique,MTQ,2002,96.147,155.98244
Martinique,MTQ,2003,93.007614,147.1437
Martinique,MTQ,2004,89.46336,146.89684
Martinique,MTQ,2005,81.97341,111.14968
Martinique,MTQ,2006,79.681,119.610725
Martinique,MTQ,2007,86.39705,119.368645
Martinique,MTQ,2008,78.15111,121.57821
Martinique,MTQ,2009,61.591263,119.62285
Martinique,MTQ,2010,73.02116,109.910614
Martinique,MTQ,2011,58.12221,103.40706
Martinique,MTQ,2013,61.209373,92.50624
Martinique,MTQ,2014,67.633095,101.10162
Martinique,MTQ,2015,59.819244,92.094666
Martinique,MTQ,2016,65.21587,97.557076
Mauritius,MUS,1961,305.67932,464.9427
Mauritius,MUS,1962,251.47917,412.30292
Mauritius,MUS,1963,284.13135,364.4537
Mauritius,MUS,1964,291.35654,417.00955
Mauritius,MUS,1965,278.97684,480.10983
Mauritius,MUS,1966,293.4669,428.73343
Mauritius,MUS,1967,296.41452,378.2082
Mauritius,MUS,1968,280.14612,422.19382
Mauritius,MUS,1969,297.83142,407.28232
Mauritius,MUS,1970,309.38498,467.88336
Mauritius,MUS,1971,328.48642,482.20248
Mauritius,MUS,1972,288.74246,441.15735
Mauritius,MUS,1973,288.45264,470.3491
Mauritius,MUS,1974,296.70477,463.86035
Mauritius,MUS,1975,324.17993,635.2661
Mauritius,MUS,1976,341.841,625.9757
Mauritius,MUS,1977,357.18384,670.79706
Mauritius,MUS,1978,352.8515,604.1286
Mauritius,MUS,1979,333.63257,833.29944
Mauritius,MUS,1980,396.94406,747.4118
Mauritius,MUS,1981,419.88712,906.238
Mauritius,MUS,1982,468.1983,988.2238
Mauritius,MUS,1983,401.8293,699.23334
Mauritius,MUS,1984,419.60876,708.34625
Mauritius,MUS,1985,406.93103,727.1127
Mauritius,MUS,1986,402.2514,616.5666
Mauritius,MUS,1987,394.82162,628.27045
Mauritius,MUS,1988,362.8339,581.80994
Mauritius,MUS,1989,378.55417,604.15063
Mauritius,MUS,1990,330.08752,569.5517
Mauritius,MUS,1991,343.23154,539.1006
Mauritius,MUS,1992,315.6006,528.33673
Mauritius,MUS,1993,362.16953,591.7871
Mauritius,MUS,1994,348.97925,532.69434
Mauritius,MUS,1995,319.15182,530.47437
Mauritius,MUS,1996,339.25284,526.20905
Mauritius,MUS,1997,360.67758,572.3845
Mauritius,MUS,1998,361.68173,580.159
Mauritius,MUS,1999,354.51166,550.2242
Mauritius,MUS,2000,353.90222,526.9294
Mauritius,MUS,2001,332.08682,502.6608
Mauritius,MUS,2002,356.00323,533.6656
Mauritius,MUS,2003,351.8033,551.974
Mauritius,MUS,2004,346.8337,504.752
Mauritius,MUS,2005,237.63696,398.59003
Mauritius,MUS,2006,238.05331,400.0689
Mauritius,MUS,2007,215.39706,358.22153
Mauritius,MUS,2008,205.099,364.87494
Mauritius,MUS,2009,192.13962,317.35745
Mauritius,MUS,2010,187.68173,298.128
Mauritius,MUS,2011,168.2033,297.4147
Mauritius,MUS,2012,176.55586,284.98233
Mauritius,MUS,2013,160.65648,264.76773
Mauritius,MUS,2014,165.75887,266.32727
Mauritius,MUS,2015,168.12357,278.03928
Mauritius,MUS,2016,186.97574,288.008
Mauritius,MUS,2017,162.65773,261.51108
Mauritius,MUS,2018,182.15533,296.91797
Mauritius,MUS,2019,165.90967,261.48376
Mauritius,MUS,2020,145.33571,242.5226
Mauritius,MUS,2021,183.80865,294.71158
Mauritius,MUS,2022,195.23318,309.27917
Mauritius,MUS,2023,154.53067,241.23563
Mayotte,MYT,2012,61.560825,95.420235
Mayotte,MYT,2013,54.16486,92.34043
Mayotte,MYT,2014,93.02375,135.3675
Mayotte,MYT,2015,124.38577,135.50858
Mayotte,MYT,2016,125.067795,123.27735
Mexico,MEX,1955,209.85718,204.24129
Mexico,MEX,1956,213.10762,208.14737
Mexico,MEX,1957,221.63283,210.2469
Mexico,MEX,1958,189.96596,181.57553
Mexico,MEX,1959,193.13197,182.49721
Mexico,MEX,1960,212.20564,204.5952
Mexico,MEX,1961,209.26607,195.16812
Mexico,MEX,1962,208.20233,186.99773
Mexico,MEX,1963,149.8643,147.23035
Mexico,MEX,1964,149.14445,148.05835
Mexico,MEX,1965,142.72664,143.53488
Mexico,MEX,1966,141.86688,146.83212
Mexico,MEX,1967,137.53546,144.30884
Mexico,MEX,1968,143.47519,150.64525
Mexico,MEX,1969,199.06009,203.23952
Mexico,MEX,1970,197.33464,202.82025
Mexico,MEX,1971,183.34244,190.42888
Mexico,MEX,1972,204.92175,213.08565
Mexico,MEX,1973,209.27249,221.48903
Mexico,MEX,1974,205.07379,222.0266
Mexico,MEX,1975,208.46692,222.18684
Mexico,MEX,1976,205.69557,227.9587
Mexico,MEX,1977,199.45122,217.82492
Mexico,MEX,1978,195.58841,212.95763
Mexico,MEX,1979,192.25911,215.63
Mexico,MEX,1980,191.7622,219.25984
Mexico,MEX,1981,204.71602,234.29237
Mexico,MEX,1982,196.5224,227.17819
Mexico,MEX,1983,213.73958,226.95703
Mexico,MEX,1984,171.84877,198.51276
Mexico,MEX,1985,191.32703,222.55206
Mexico,MEX,1986,186.00021,212.8565
Mexico,MEX,1987,184.36713,214.18318
Mexico,MEX,1988,187.8772,226.32959
Mexico,MEX,1989,189.58987,225.54736
Mexico,MEX,1990,185.40108,222.16338
Mexico,MEX,1991,181.03127,218.90266
Mexico,MEX,1992,189.15372,228.85117
Mexico,MEX,1993,191.69206,229.16058
Mexico,MEX,1994,201.65028,228.0933
Mexico,MEX,1995,196.76958,232.93376
Mexico,MEX,1996,157.0269,194.64664
Mexico,MEX,1997,153.90295,191.28346
Mexico,MEX,1998,144.90678,180.40863
Mexico,MEX,1999,138.6343,173.2385
Mexico,MEX,2000,133.48894,165.6898
Mexico,MEX,2001,129.68896,162.92485
Mexico,MEX,2002,130.40501,164.54225
Mexico,MEX,2003,129.69855,164.9767
Mexico,MEX,2004,124.447685,159.55917
Mexico,MEX,2005,124.16867,160.7017
Mexico,MEX,2006,118.38095,156.31374
Mexico,MEX,2007,119.832825,157.01445
Mexico,MEX,2008,123.24239,164.4527
Mexico,MEX,2009,122.726135,161.66028
Mexico,MEX,2010,126.17486,168.09793
Mexico,MEX,2011,120.33006,162.52962
Mexico,MEX,2012,119.811935,162.08098
Mexico,MEX,2013,118.44383,161.97678
Mexico,MEX,2014,121.9358,168.28789
Mexico,MEX,2015,123.94081,172.83228
Mexico,MEX,2016,125.32451,176.26103
Mexico,MEX,2017,124.38106,176.96869
Mexico,MEX,2018,124.9416,180.33536
Mexico,MEX,2019,125.72605,181.31407
Mexico,MEX,2020,157.09904,247.99347
Mexico,MEX,2021,156.68172,239.7735
Mexico,MEX,2022,139.24562,203.51553
Moldova,MDA,1981,562.8428,720.5148
Moldova,MDA,1982,529.93256,673.4175
Moldova,MDA,1985,577.7529,730.709
Moldova,MDA,1986,504.37128,623.0371
Moldova,MDA,1987,495.93384,622.06616
Moldova,MDA,1988,493.9801,608.5278
Moldova,MDA,1989,437.57635,549.36346
Moldova,MDA,1990,389.2231,513.6542
Moldova,MDA,1991,398.45078,535.1115
Moldova,MDA,1992,356.35812,497.06543
Moldova,MDA,1993,384.44232,530.9323
Moldova,MDA,1994,442.7497,607.63184
Moldova,MDA,1995,492.3909,683.68384
Moldova,MDA,1996,518.725,716.94617
Moldova,MDA,1997,541.43677,740.41583
Moldova,MDA,1998,506.6255,695.9264
Moldova,MDA,1999,535.3678,752.9949
Moldova,MDA,2000,543.4823,746.8869
Moldova,MDA,2001,530.6951,728.60236
Moldova,MDA,2002,556.6471,751.4605
Moldova,MDA,2003,564.7581,756.9265
Moldova,MDA,2004,522.0557,723.5272
Moldova,MDA,2005,557.92914,766.7883
Moldova,MDA,2006,507.30496,708.4159
Moldova,MDA,2007,489.27094,661.8083
Moldova,MDA,2008,468.36215,631.75275
Moldova,MDA,2009,455.8743,648.29126
Moldova,MDA,2010,467.86942,661.6971
Moldova,MDA,2011,424.00342,601.513
Moldova,MDA,2012,420.22,596.57184
Moldova,MDA,2013,399.98105,566.25195
Moldova,MDA,2014,408.5661,570.7143
Moldova,MDA,2015,402.68375,571.79865
Moldova,MDA,2016,369.3289,542.19147
Moldova,MDA,2017,357.10068,509.42105
Moldova,MDA,2018,442.05377,643.4123
Moldova,MDA,2019,435.7896,644.2773
Moldova,MDA,2020,457.97275,695.5707
Moldova,MDA,2021,493.03436,736.026
Moldova,MDA,2022,420.56873,658.1876
Moldova,MDA,2023,383.56537,587.3012
Mongolia,MNG,1994,381.71823,449.89456
Mongolia,MNG,2016,232.24203,424.34964
Mongolia,MNG,2017,209.51768,395.5184
Mongolia,MNG,2018,227.50975,416.0407
Mongolia,MNG,2019,198.0735,380.3283
Mongolia,MNG,2020,181.64894,359.41702
Mongolia,MNG,2021,217.90843,415.0768
Mongolia,MNG,2022,183.96039,352.37543
Mongolia,MNG,2023,173.80519,344.4849
Montenegro,MNE,2000,336.48782,439.40793
Montenegro,MNE,2001,340.57733,412.83356
Montenegro,MNE,2002,311.0275,402.5169
Montenegro,MNE,2003,332.84958,407.8143
Montenegro,MNE,2004,324.51474,427.88193
Montenegro,MNE,2005,322.84924,445.5404
Montenegro,MNE,2006,355.21924,452.95425
Montenegro,MNE,2007,352.2404,425.87662
Montenegro,MNE,2008,305.1178,389.74213
Montenegro,MNE,2009,312.01984,386.76627
Montenegro,MNE,2017,161.10765,206.30974
Montenegro,MNE,2019,109.393875,157.45575
Netherlands,NLD,1950,328.70938,339.41364
Netherlands,NLD,1951,324.12662,342.97562
Netherlands,NLD,1952,320.59875,344.09415
Netherlands,NLD,1953,329.7514,355.79373
Netherlands,NLD,1954,329.5217,364.25375
Netherlands,NLD,1955,331.95343,377.17087
Netherlands,NLD,1956,346.7099,390.89624
Netherlands,NLD,1957,318.68893,369.05518
Netherlands,NLD,1958,317.23093,373.28278
Netherlands,NLD,1959,302.26038,364.35043
Netherlands,NLD,1960,299.11957,364.23297
Netherlands,NLD,1961,298.20776,371.156
Netherlands,NLD,1962,304.72476,400.82755
Netherlands,NLD,1963,297.56076,397.5434
Netherlands,NLD,1964,275.12958,379.13477
Netherlands,NLD,1965,283.13828,392.79224
Netherlands,NLD,1966,273.86346,385.21918
Netherlands,NLD,1967,257.9866,382.7786
Netherlands,NLD,1968,263.9254,394.1749
Netherlands,NLD,1969,267.80072,392.78616
Netherlands,NLD,1970,266.7629,406.45917
Netherlands,NLD,1971,258.82504,396.24832
Netherlands,NLD,1972,265.9881,414.54932
Netherlands,NLD,1973,247.05017,386.74576
Netherlands,NLD,1974,238.64345,377.37903
Netherlands,NLD,1975,233.72922,386.47852
Netherlands,NLD,1976,228.62239,389.34152
Netherlands,NLD,1977,216.18999,362.97766
Netherlands,NLD,1978,217.15144,369.40512
Netherlands,NLD,1979,206.5165,365.4531
Netherlands,NLD,1980,200.42123,355.44296
Netherlands,NLD,1981,198.39558,354.71048
Netherlands,NLD,1982,194.99168,350.8072
Netherlands,NLD,1983,187.7755,346.5631
Netherlands,NLD,1984,188.51555,342.51956
Netherlands,NLD,1985,186.27531,345.17633
Netherlands,NLD,1986,178.97076,330.08875
Netherlands,NLD,1987,166.63791,309.92932
Netherlands,NLD,1988,165.65994,303.829
Netherlands,NLD,1989,162.94437,299.87888
Netherlands,NLD,1990,160.20567,292.8819
Netherlands,NLD,1991,159.86555,287.04773
Netherlands,NLD,1992,158.1319,276.40436
Netherlands,NLD,1993,162.56725,287.46606
Netherlands,NLD,1994,152.55106,269.70358
Netherlands,NLD,1995,151.32768,267.5787
Netherlands,NLD,1996,146.29918,259.92493
Netherlands,NLD,1997,140.63159,246.5933
Netherlands,NLD,1998,138.68694,242.35306
Netherlands,NLD,1999,136.90265,234.8023
Netherlands,NLD,2000,134.42752,226.75093
Netherlands,NLD,2001,127.870224,214.1975
Netherlands,NLD,2002,127.447136,211.29831
Netherlands,NLD,2003,121.384415,204.30093
Netherlands,NLD,2004,114.48378,188.2464
Netherlands,NLD,2005,108.33223,178.36873
Netherlands,NLD,2006,101.30112,165.3948
Netherlands,NLD,2007,98.12322,156.23636
Netherlands,NLD,2008,93.924706,146.77637
Netherlands,NLD,2009,88.75305,138.53934
Netherlands,NLD,2010,86.76439,133.91966
Netherlands,NLD,2011,82.41674,126.59987
Netherlands,NLD,2012,81.159805,123.182594
Netherlands,NLD,2013,78.92021,118.979095
Netherlands,NLD,2014,76.4378,112.56443
Netherlands,NLD,2015,76.86274,114.2344
Netherlands,NLD,2016,74.31172,108.03232
Netherlands,NLD,2017,71.596855,103.897644
Netherlands,NLD,2018,65.403885,96.80459
Netherlands,NLD,2019,59.20373,87.85596
Netherlands,NLD,2020,59.05958,87.07894
Netherlands,NLD,2021,61.822845,90.45147
Netherlands,NLD,2022,63.26397,90.45041
Netherlands,NLD,2023,61.000183,89.808586
New Zealand,NZL,1950,454.42862,558.68146
New Zealand,NZL,1951,443.99307,550.7416
New Zealand,NZL,1952,428.8209,524.4824
New Zealand,NZL,1953,403.02908,523.5617
New Zealand,NZL,1954,397.84995,520.4409
New Zealand,NZL,1955,397.34305,510.2368
New Zealand,NZL,1956,377.4622,515.1078
New Zealand,NZL,1957,389.29422,526.45166
New Zealand,NZL,1958,381.3476,513.3271
New Zealand,NZL,1959,383.032,524.7552
New Zealand,NZL,1960,371.41,520.93933
New Zealand,NZL,1961,378.58264,529.18616
New Zealand,NZL,1962,366.6408,532.78485
New Zealand,NZL,1963,368.27847,550.6987
New Zealand,NZL,1964,365.9257,558.41547
New Zealand,NZL,1965,372.7954,560.89734
New Zealand,NZL,1966,368.63678,578.0954
New Zealand,NZL,1967,356.21307,546.9915
New Zealand,NZL,1968,363.3845,585.5626
New Zealand,NZL,1969,353.81714,560.98236
New Zealand,NZL,1970,343.1389,546.7981
New Zealand,NZL,1971,338.33136,547.2322
New Zealand,NZL,1972,341.79352,531.2934
New Zealand,NZL,1973,335.0757,540.98254
New Zealand,NZL,1974,332.79572,525.97974
New Zealand,NZL,1975,314.07114,515.106
New Zealand,NZL,1976,313.59244,506.25046
New Zealand,NZL,1977,323.9948,513.2345
New Zealand,NZL,1978,283.69537,475.819
New Zealand,NZL,1979,286.22394,479.8142
New Zealand,NZL,1980,298.6644,488.10925
New Zealand,NZL,1981,267.45334,445.2904
New Zealand,NZL,1982,258.30023,437.63873
New Zealand,NZL,1983,253.38779,432.94705
New Zealand,NZL,1984,242.40335,406.88593
New Zealand,NZL,1985,250.2723,407.66345
New Zealand,NZL,1986,239.6563,397.73438
New Zealand,NZL,1987,238.81317,388.62183
New Zealand,NZL,1988,223.41115,374.63782
New Zealand,NZL,1989,208.91124,353.98682
New Zealand,NZL,1990,206.5023,330.8355
New Zealand,NZL,1991,197.08482,316.6042
New Zealand,NZL,1992,193.02286,331.56638
New Zealand,NZL,1993,194.11124,308.66605
New Zealand,NZL,1994,179.59866,297.00806
New Zealand,NZL,1995,174.2171,293.23685
New Zealand,NZL,1996,172.70201,281.98703
New Zealand,NZL,1997,162.16466,266.83655
New Zealand,NZL,1998,149.62581,246.54901
New Zealand,NZL,1999,156.1838,253.54135
New Zealand,NZL,2000,144.45615,228.46002
New Zealand,NZL,2001,147.80087,225.83388
New Zealand,NZL,2002,142.76738,218.6258
New Zealand,NZL,2003,135.9306,203.21143
New Zealand,NZL,2004,133.54634,204.88533
New Zealand,NZL,2005,123.77535,180.372
New Zealand,NZL,2006,121.11259,181.64229
New Zealand,NZL,2007,113.591125,170.82713
New Zealand,NZL,2008,110.12323,162.98032
New Zealand,NZL,2009,105.09599,158.44409
New Zealand,NZL,2010,102.2144,147.50528
New Zealand,NZL,2011,102.94637,145.15752
New Zealand,NZL,2012,96.18831,140.90388
New Zealand,NZL,2013,89.50477,136.3497
New Zealand,NZL,2014,91.72986,134.89882
New Zealand,NZL,2015,91.54178,130.00294
New Zealand,NZL,2016,82.17299,123.7201
New Zealand,NZL,2017,86.636,129.92648
New Zealand,NZL,2018,82.72185,126.39405
Nicaragua,NIC,2005,129.03581,181.07831
Nicaragua,NIC,2006,114.212685,157.0323
